Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,4/27/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,13767.38147,14771.6723,16068.42672,13303.67613,13378.84984,15429.93942,16069.20709,14696.21611,15340.33211,15678.21523,14676.70609,15323.6114,17019.53541,21495.70741,24918.64584,26510.71745,28482.60948,32709.40104,35578.73619,32333.4661,30737.83227,31832.23808,28562.29324,29210.09342,29600.47225,25684.72442,
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,3044.379109,3352.73025,3619.946704,4052.292672,4148.060458,4070.031904,4498.958704,5308.346961,7174.240792,8850.46785,10338.31726,12595.41484,16586.40796,18094.5474,14726.31391,14639.4733,17453.75376,17421.88799,19029.77923,19941.4527,17084.51742,
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,253.3479607,270.4403309,203.3416396,165.1281267,125.1288855,133.8986024,144.692935,141.0535555,124.6775752,119.2999888,124.0509505,120.3531152,111.5311693,119.0586588,135.9763619,161.8769539,194.0779937,243.6288455,325.7949007,380.264841,341.8589562,355.5889915,469.7923039,503.9026066,573.5659603,619.1694065,
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,15854.41926,16420.6577,17838.77947,16209.88022,17171.56866,19845.14798,20256.95343,19085.17563,19709.2837,19643.4343,18229.78042,18400.01193,20005.94921,24269.19455,27916.04185,29078.09133,30901.52305,35567.4558,38096.73877,33935.11471,33659.48721,36388.14204,34194.28934,35538.40009,36556.18363,32017.84664,
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,631.2127914,569.6198146,538.5237911,598.3077902,663.3861985,784.9710513,896.9233707,1082.885389,1363.095274,1241.061361,1442.585638,1526.357136,1608.75433,1680.719968,1707.845278,1538.063998,
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,28380.54891,25503.21521,22337.48712,17617.03044,20305.58355,26273.4659,25777.6413,24676.49708,25989.4075,26178.79178,24253.25042,24913.24452,26834.02625,32816.16088,37636.11173,38969.17163,41120.67651,48288.5491,53401.31487,47107.15571,46205.16601,50787.56498,47415.55987,49638.07713,49914.61864,42403.46748,
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,1834.994609,1881.580135,2057.3984,2166.058463,2383.91826,2540.751518,2714.24312,2641.06808,2070.168433,2408.165466,2076.013308,2038.899241,2259.055796,2835.980917,3332.91446,3658.617477,3750.034991,4079.228842,4178.321691,3369.855205,3651.958291,4351.911781,4543.815358,4758.892782,5042.371396,4960.519954,
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,21795.23783,21782.4162,23937.05692,22503.26085,23625.529,27037.97213,27015.25896,24359.42506,25101.36874,24799.29601,22465.64184,22527.31775,24275.2426,29691.18158,33874.74255,34879.72633,36544.50853,41600.58397,45413.06571,41631.13141,40705.76623,43807.4759,40838.02444,42571.19799,42843.01322,36352.48007,
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,24502.25752,24550.38973,22850.44296,24566.06384,26731.13714,31098.09,35008.16852,35808.82986,40617.30498,46878.11546,49625.47867,46429.92063,47381.52276,50910.43405,48695.17118,54117.84441,,,
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,1528.064694,1682.186235,1756.202422,1908.848629,1909.350632,2065.004277,2019.952558,1906.809762,2029.326657,2046.791518,2170.960626,2239.916954,2257.773665,2293.579614,2247.837673,2352.639409,2393.936412,2435.199848,2501.527682,2669.375054,2838.448547,2998.642197,3147.679586,3044.077209,3057.091231,3015.231668,
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,6250.643217,5523.03492,5566.794726,4245.514245,3958.738282,4564.269382,5107.316881,4656.967909,3821.808554,3878.031853,4115.036784,3981.858786,4119.154596,4929.322637,5755.959504,6865.323497,7206.968408,8632.756951,10523.27025,8003.790743,9312.049463,11530.1472,10642.43225,10658.77273,10772.06175,8266.445605,
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,19095.467,19900.72665,20487.17079,18389.01957,19709.2381,22755.56212,23947.95875,26357.52719,27759.33421,28154.37126,27769.93125,27284.22404,29603.46576,34007.88876,39824.76181,41524.06554,44016.72641,49949.15488,46523.26545,38010.10045,38708.67629,41243.12327,41538.30726,42407.37101,46412.11727,43929.69081,
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,1614.640122,1314.67067,757.2235485,550.0155426,517.0870879,569.0181381,670.4611048,774.6802033,805.2726845,628.8656516,691.9977101,733.9704142,779.3845935,928.0108227,1207.367228,1530.057521,1872.680416,2492.12878,3174.949001,2706.588512,2964.477048,3725.063221,4142.869175,4274.376873,4429.650075,3757.064863,
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,402.5888817,438.5203726,414.5616397,375.0653336,333.217825,385.7252602,403.9197548,392.2518164,416.3262485,419.8855509,264.7025762,275.4723721,311.616825,375.8807045,426.1592342,501.7240746,929.7266286,1099.022313,1234.0799,1095.503232,1323.099141,1587.190873,1641.825922,1827.101368,1441.636453,1369.701122,
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,441.925744,473.5100491,486.5106787,458.2536496,448.9177672,469.7619073,476.2003677,454.1618447,422.2820159,400.2715164,340.414229,316.3823077,323.6278426,371.3209593,387.3679616,303.7609661,296.1745763,407.2065722,433.0747552,430.1999535,430.0564739,447.7909893,487.3457142,521.5389059,539.615775,531.3205952,
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,345.8546784,727.0369581,729.0545386,748.8302523,720.1160037,737.5087333,774.0526743,713.2061834,725.0082309,682.9657145,637.1055215,542.5042831,442.186688,360.6773244,414.9810528,433.2915831,440.3139384,519.9547093,608.6464388,549.5395067,562.5681661,516.984255,504.9890138,484.1126877,440.3703892,471.5371955,
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,230.9791211,238.0602812,204.8627264,209.6835936,203.9803922,215.0663616,224.0417856,217.7111121,163.8000811,174.2967664,281.4036603,291.9505319,303.0118619,339.8607487,370.9340773,401.147289,395.9779939,455.4358578,553.4750996,517.1669404,517.8891758,660.5867204,580.6429369,584.2820032,615.9396826,572.9884285,
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,297.1128769,284.0969004,333.3667863,325.1552814,232.7047551,316.4025059,501.166419,921.8521526,746.8571691,1209.937695,1970.251229,2661.421479,3182.767874,4234.602086,7276.075656,13129.59818,15620.64043,19633.16015,28780.57648,21251.0626,22366.2939,28404.42752,28937.29884,27528.65799,26144.9405,14439.59445,
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,9600.18513,10188.36978,11176.45844,10401.98299,11091.28386,12959.32432,13749.11515,13427.83249,13472.13764,13245.18946,12042.95373,12538.17883,14110.31339,18477.57841,21955.10409,22551.73574,24801.15781,28827.32636,31997.28201,29710.9703,26919.36164,25914.68155,22242.68193,21874.8195,21673.78107,18006.97033,
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,2295.976262,2504.487796,2581.401578,2545.820627,2633.499771,2755.990307,2923.249453,3015.483221,3364.344384,3742.366572,5117.539563,5109.958715,5292.232379,5773.299151,5836.120212,6754.381175,6764.722867,7322.526171,7946.638501,7394.946318,7365.666659,7410.76108,7583.546476,7956.141842,8570.663396,9212.020352,
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,18326.92852,18315.31561,18768.8265,16797.35739,18124.10076,21665.83081,21422.46222,19145.61441,20496.5798,20170.32276,19004.00345,19275.43281,20652.84127,24706.29193,28416.77767,28985.39087,31902.50475,36070.91982,40863.25732,41097.55636,40193.66603,44010.33322,41471.65588,42827.80827,43364.88285,,
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,835.2990073,1002.248027,1085.426709,1156.173389,1284.646821,1414.983736,1477.045765,1636.354496,1741.562891,1605.645503,1650.22565,1561.597368,1692.983096,1743.178394,1860.990005,2064.047524,2240.997019,2472.388699,2774.369188,2617.12898,2805.973937,3166.577058,3278.626346,3432.017458,3666.579838,3903.478856,
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,21527.46421,22556.91503,24381.45568,26496.04485,26592.35367,27631.81164,29189.56478,30141.02798,30701.20421,30635.71597,31933.51637,32485.26838,33221.32229,33752.24417,
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,550.5930501,469.2787191,513.1976056,614.3454504,747.8602024,855.416352,966.0541821,1020.827044,973.1657568,938.618364,960.1867601,936.9162239,972.2164996,999.1816472,1058.958515,1110.957717,1961.055623,2334.021042,2569.988506,2698.058991,2998.941274,3408.731903,3759.383547,3928.87895,4028.163991,4127.351018,
High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,18841.57003,19766.19266,21130.63548,21150.53694,22557.98071,24831.98444,24886.82714,24312.00021,24237.26171,25297.92784,25663.61964,25250.0479,26142.5442,29124.57207,32199.3495,33810.98666,35415.74428,38406.17209,40460.94551,37640.01287,39185.99747,42091.12771,41862.04232,42064.54561,42642.93308,39944.76032,
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,13485.54489,15465.85886,17976.42938,20395.51737,22502.57974,23497.49231,24818.15455,27330.03335,25808.97095,25091.6666,25756.66378,25230.21633,24665.89,23977.01945,24928.10037,26649.7508,28224.21506,30594.01784,31515.66277,30697.34038,32549.99823,35142.48793,36707.77423,38352.53492,40215.48965,42327.83996,
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,621.7939245,608.6915845,660.1891707,654.7505193,629.1574618,699.5095774,704.686148,796.3177796,869.1109453,878.65135,1137.824518,1187.492785,1196.349386,1228.480112,1298.935762,1405.780927,1547.263948,1720.766263,1899.550134,1962.067605,2096.202949,2307.721002,2378.519569,2340.684866,2434.280046,2528.89355,
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),NY.GDP.PCAP.CD,365.3364428,364.6232714,323.0564811,318.8017759,275.3270784,305.6018383,311.0668756,317.5016176,318.2727529,310.1363072,327.0457016,302.2903169,319.376926,353.030388,394.4076816,443.2097504,514.7871167,595.7147639,697.9932897,684.5720467,736.7731151,801.4957257,841.3392769,885.3869775,911.8378585,872.6199597,
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,4794.937213,5268.805674,5210.430239,5650.332016,5135.473341,4919.628069,5245.421419,6053.716037,7805.881418,9365.742468,10224.24059,11363.41845,13546.69872,15893.86056,14157.14416,13509.18582,14542.1776,13235.97757,13574.97804,13480.65075,11592.9102,
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,,479.5492678,305.5554106,249.4128129,282.4227011,359.7676569,365.0116154,411.6084918,450.9185613,494.2325382,462.4805442,413.7384592,393.0160358,329.7819844,387.9428024,465.3099364,505.4694388,615.815373,674.7495395,668.2912905,662.2793812,740.9473633,766.8721739,810.3073259,831.5905217,818.3432976,
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,,3340.349589,3724.05886,3862.530005,4161.029843,4481.414063,4513.344519,4584.646592,4739.817329,4793.609917,4623.406712,5270.805364,6650.644003,8396.253023,10259.52606,11161.72441,11398.76584,13842.60549,15669.25929,12967.16543,13025.7948,14048.87958,12834.32349,13613.60147,14117.97668,12365.62603,
IBRD only,IBD,GDP per capita (current US$),NY.GDP.PCAP.CD,1013.932104,1075.515381,1054.612687,1115.575087,1204.441049,1333.081171,1434.78835,1498.226612,1434.602889,1375.87917,1478.338323,1481.625412,1487.187796,1661.166623,1955.282832,2311.84742,2712.511552,3334.873635,3964.762872,3806.298648,4579.186498,5362.301794,5613.090405,5877.046916,5988.019884,5591.845225,
IDA and IBRD total,IBT,GDP per capita (current US$),NY.GDP.PCAP.CD,870.8941315,918.5995466,897.1712312,940.0610015,1004.274338,1111.537993,1194.622655,1242.876565,1189.806261,1142.841882,1226.301049,1222.550046,1228.787701,1368.846716,1603.425082,1885.910321,2207.857814,2693.952515,3194.830282,3062.644701,3684.65925,4289.378522,4484.02123,4690.057337,4779.41815,4466.76565,
IDA total,IDA,GDP per capita (current US$),NY.GDP.PCAP.CD,354.0033553,356.8390742,339.5081493,324.5016287,308.7995693,350.5612975,378.7305879,384.1742538,375.4174115,376.2345077,406.4031481,388.9225578,406.8722877,449.590456,509.5414817,576.8025559,675.1152956,769.9840914,911.6841711,884.3948042,1098.07346,1222.431863,1295.312767,1378.280986,1448.597178,1404.641625,
IDA blend,IDB,GDP per capita (current US$),NY.GDP.PCAP.CD,385.4107292,400.4425532,398.2914438,375.0287117,376.7921689,435.9803304,472.8990399,473.7989736,449.0898645,460.9759862,506.9303254,484.8965209,515.201248,573.2832857,671.1987313,773.8341648,930.0541744,1041.16587,1239.282166,1161.704885,1607.030955,1817.970992,1957.296496,2086.810162,2190.680506,2093.897806,
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,585.0010311,631.7046852,681.8573537,827.8095645,912.0976807,1026.270513,1137.265688,1063.568666,463.8830014,671.0056278,780.0920781,748.1847468,900.1308045,1065.656569,1150.349258,1263.481441,1590.1779,1860.622626,2167.857652,2262.7208,3125.219945,3647.626636,3700.523525,3631.672694,3499.588735,3346.487039,
IDA only,IDX,GDP per capita (current US$),NY.GDP.PCAP.CD,337.7318404,332.6210082,305.3924918,295.7671963,269.0551432,300.5375457,323.789458,332.441816,333.8432229,327.9711095,348.976243,334.4127009,345.5421646,379.8938416,418.5495917,466.2306195,532.3466184,619.0400825,729.7646778,732.8092164,812.0619168,887.4586674,922.8039859,980.37689,1032.893459,1020.298715,
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,12672.68506,14034.30662,15997.93705,18470.17821,20657.43693,20358.66729,20804.49555,24229.51035,28678.84529,34634.052,36980.11308,41232.92064,69414.12207,70433.64819,60419.27194,64275.01244,71312.15947,74999.20762,78119.05987,85258.07616,,
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,375.1520193,309.3279361,323.5247922,307.4110432,353.2924952,381.5274622,408.2417747,424.0864738,421.8215901,451.0891442,452.4135847,460.8261999,480.6214422,557.8973659,640.6005222,729.000727,816.7337762,1018.128838,991.5153758,1090.360604,1345.721383,1461.377479,1446.767109,1451.534466,1569.941828,1593.257703,
Not classified,INX,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,14045.18673,14101.14718,15729.93428,14671.56488,15918.66592,19177.41416,20856.29655,22540.26314,24271.20898,26308.41129,26241.91849,28223.53681,32539.01937,41107.15645,47631.06462,50886.82729,54326.09801,61388.17383,61235.40063,51983.78818,48541.47764,52564.25548,49231.36162,52034.76822,55503.32726,61093.69108,
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,2222.094543,,,1083.856647,1207.393298,1598.498218,1963.962592,1824.864744,1733.475866,1757.453132,1664.26127,1899.020425,1900.047731,2240.807121,2649.913586,3135.187408,3646.844407,4705.38822,5476.158422,5437.81879,6299.918738,7874.484792,7710.513314,6631.29827,5442.874771,,
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,10291.8602,,,,,,,,,,,,,,1391.609582,1848.968201,2350.194236,3125.580302,4512.985144,3725.675441,4487.366289,5828.764749,6614.584821,6879.69779,6484.529337,4943.760388,
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,25592.14715,27021.79826,27345.70609,23772.29122,24214.70973,26851.01722,27897.00172,28016.7524,30901.04929,32198.90858,31813.37344,28585.9254,31996.20172,39044.09099,46917.27216,56249.75055,56103.54115,68348.31817,55575.29196,40461.89251,41676.44909,46000.03594,44333.85018,47810.23304,52475.1278,50722.00108,
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,11264.01874,11956.0086,12838.4182,12530.99864,13830.287,18028.63557,19285.68194,19627.13822,19400.1012,19136.71157,21052.10432,20306.19646,18431.15696,18946.99942,19888.172,20611.17931,21905.01769,25008.6037,29657.44201,27795.87671,30661.99004,33657.15727,32569.59683,36393.66932,37582.84624,35729.37253,
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,20757.08875,21884.10445,23166.80415,18676.95264,19273.84424,20596.38865,23020.09914,21779.62444,22252.35771,21936.8226,20051.2426,20400.8109,22196.50736,27387.2258,31174.56118,31959.26215,33410.7482,37698.78573,40640.18465,36976.84512,35851.50807,38332.30037,34814.12436,35370.27441,35365.10412,29993.07605,
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,1924.810344,1694.165741,1457.370614,1988.132065,1989.482929,2321.426933,2588.999021,2938.470629,3407.92761,3409.247037,3434.249741,3470.890297,3679.307265,3547.197565,3810.35715,4184.04952,4423.471266,4741.576034,5033.794705,4410.576283,4812.481498,5246.576771,5357.443968,5148.017451,4993.193756,5105.793012,
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,1238.666707,1227.653003,1418.645436,1416.610681,1501.328584,1557.222359,1557.595151,1593.841076,1711.763252,1736.686466,1774.088393,1850.058147,1939.773415,2021.460782,2205.795843,2360.530244,2722.666078,2970.889056,3655.858124,3800.675929,4054.270668,4266.077022,4423.117355,4656.219807,4830.976915,4940.045836,
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,25123.63179,28540.77148,31013.64715,35451.29751,39268.56687,43440.36787,38436.92631,35021.71909,31902.7671,36026.55608,38532.04088,33846.46564,32289.35054,34808.39092,37688.72234,37217.64873,35433.98896,35275.22843,39339.29757,40855.17564,44507.66371,48173.93446,48629.19969,40488.2432,38139.42236,34523.70077,
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,1647.463231,1512.485066,1515.104059,1433.461534,1320.321622,1288.239052,1350.333866,1445.569414,1468.701798,1130.113592,1229.000958,1490.926751,1658.031146,2068.123657,2874.288291,3771.278957,5291.57565,6771.414797,8513.564645,7165.27705,9070.649972,11634.42422,12387.18982,13890.85601,12806.56511,10509.98107,
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,365.6178212,336.3641884,327.9748244,222.7240548,268.6455753,330.4831218,428.4338764,454.7417768,476.7185137,425.5935921,408.9818683,407.5540066,402.1703155,444.2336311,467.3787525,530.0821579,711.7211637,857.9256887,938.5717623,942.7431465,991.8505451,1012.879773,1184.923256,1261.092863,1368.491132,1376.712829,
Kyrgyz Republic,KGZ,GDP per capita (current US$),NY.GDP.PCAP.CD,608.9451631,575.9551334,513.0359437,449.0657902,372.30781,364.2264974,394.8601215,376.4296133,345.1381316,258.04934,279.6205233,308.4087767,321.726538,380.5073624,433.2351189,476.55213,543.1107024,721.7686908,966.3936272,871.2243893,880.0377751,1123.883168,1177.974735,1282.437162,1279.769783,1103.233871,
Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,253.1931946,269.567076,321.7746398,318.1495354,303.6859047,268.0430434,294.865212,299.5622376,319.6924597,337.8042535,361.0703476,407.0849062,472.4488559,537.8485827,629.2828776,742.9429233,735.4075239,782.6927899,879.1512441,946.4766787,1024.60887,1094.576688,1158.689904,
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,549.7719777,644.7283411,638.4384115,619.6300235,715.1391327,724.8192799,842.9591391,842.2182266,801.1040397,832.0247088,796.7937634,734.9492461,826.585504,1015.072861,1130.565346,1214.504048,1151.592269,1357.646308,1413.345412,1297.31094,1493.218696,1692.516244,1763.699696,1724.21876,1684.321292,1424.280879,
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,5112.052615,5117.92443,5547.25625,5967.970169,6552.115272,6987.96089,7345.831231,8140.314051,8221.834537,8678.277379,9223.756223,9963.38901,10244.49991,9719.151513,10349.22536,11053.74474,12767.89514,13355.95921,14462.69656,13983.9726,13466.82783,14212.34694,13689.89127,14514.72144,15429.85922,15771.9455,
"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,6642.451218,7675.693138,8140.218706,8869.020761,10275.27753,12403.91322,13254.6374,12196.76978,8133.731245,10432.2108,11947.57725,11255.94789,12788.58018,14219.19359,15921.9392,18657.52125,20917.03024,23101.51023,20474.88685,18338.70637,22151.20889,24155.82985,24453.97191,25997.88105,27989.35399,27221.52405,
Kuwait,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,8950.598095,5484.897777,,,,16610.36902,19228.20213,18001.0832,14687.60001,16254.403,19545.19345,17532.8578,18674.59853,22841.60249,27437.98242,35694.38171,42498.7402,45159.34147,54484.30051,36754.94587,37725.14121,47551.38297,50903.9046,48463.15167,43332.40625,29300.57558,
Latin America and Caribbean (excluding high income),LAC,GDP per capita (current US$),NY.GDP.PCAP.CD,2550.103823,3106.460655,2837.785576,3232.265266,3655.216419,3802.745444,4026.30017,4335.403945,4289.705922,3782.554112,4131.759198,3959.676234,3473.217539,3517.723162,4002.834019,4803.449425,5568.120479,6528.404752,7548.349336,6994.712527,8608.434747,9682.994718,9630.469989,9743.789572,9676.603305,8110.916485,
Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,203.764751,235.1770442,250.7925767,287.2867049,325.4709822,363.0338308,377.2769302,344.6695077,247.8528545,276.7072611,324.0196947,326.0306989,319.5325358,362.6677396,418.1732543,476.1624042,591.3647725,710.9803378,900.4995535,947.9555257,1138.526082,1297.536874,1445.416201,1700.525305,1754.896196,1818.441373,
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,1050.116686,1617.271918,1965.337127,2597.593354,3226.980227,3863.246637,4457.939837,5093.267689,5538.664275,5509.32025,5334.880244,5253.097584,5436.587507,5425.66907,5424.217944,5339.42388,5372.475056,6015.802129,7015.605178,8403.109316,8763.795964,8728.565912,8773.931956,8388.973293,8148.639167,8047.645086,
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,182.7971869,168.436541,110.1705944,79.94621075,65.47315997,64.81015385,72.52703953,125.100939,140.5739059,161.1376655,182.9427573,173.7378992,176.8341989,133.1531498,149.0590939,168.2067267,178.4531394,209.8116109,231.4432221,302.2760708,326.6044381,378.8140624,414.1851554,453.339457,457.8585865,455.8739345,
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,6570.960192,7111.251191,7370.629779,6533.98582,5978.057395,5236.381806,5610.145235,6064.334811,5287.35622,6858.698684,7170.379234,6283.74364,3711.602774,4682.625724,5807.646288,8158.889554,9304.308502,11219.43296,14231.60089,10151.64587,11933.77926,5517.779569,,,,,
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,2874.4579,3078.434994,3367.736387,3426.581074,3562.987338,3814.003748,3802.113092,4002.881645,4295.725978,4465.686531,4975.472098,4679.379487,4656.461127,5007.778907,5449.32518,5723.344818,6410.200163,6761.994165,6872.475466,6740.735456,7000.641583,7143.229447,7180.139352,7229.928884,7548.196954,7735.910484,
Latin America and Caribbean,LCN,GDP per capita (current US$),NY.GDP.PCAP.CD,2620.380117,3167.457064,2934.890159,3323.597268,3752.702704,3934.775164,4162.973232,4484.305511,4446.167687,3952.621065,4303.927314,4135.362734,3656.75204,3716.16498,4233.606719,5058.131753,5853.656762,6817.343984,7828.027521,7270.105948,8908.357346,10007.81831,9982.547902,10118.35135,10015.45023,8450.332604,
Least developed countries: UN classification,LDC,GDP per capita (current US$),NY.GDP.PCAP.CD,307.9777476,306.8433402,262.6976619,259.081809,235.1876291,260.8779185,280.886655,290.1423508,284.3874586,280.9983504,311.4735097,289.7888939,305.3749925,337.5783232,380.5710727,438.8603749,501.8598649,597.6922,730.4261995,719.7280429,797.9438643,889.1067976,921.9938444,972.1088476,1024.435512,978.9076045,
Low income,LIC,GDP per capita (current US$),NY.GDP.PCAP.CD,299.2165684,297.0875618,255.2503972,247.1305607,202.660994,227.3002954,246.5834266,248.1601382,244.2818022,238.0846815,267.5271518,235.0763668,247.0183739,263.6448741,292.6608597,328.8904172,355.0417154,412.0423158,482.9620763,493.2865631,519.3098474,569.3386209,597.5143684,625.2380319,653.860626,617.7078283,
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,49450.90414,50982.51597,55289.22175,55917.39894,64156.70106,78761.7616,79932.11136,72181.72196,76636.31798,81113.96934,74633.52872,74022.59771,79089.00787,89550.63632,99926.60146,104994.0183,113833.9624,129866.4889,142253.3782,125112.4657,140102.7257,157100.4045,148297.393,172563.0641,178713.228,,
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,470.3449569,520.0718006,553.6984499,583.1836437,654.1762064,720.9083524,763.192662,823.6595472,857.2576851,844.8266706,875.412178,837.6990787,873.1472436,989.4547732,1074.606092,1259.807591,1448.76101,1644.816372,2054.489192,2106.681584,2819.511161,3220.992615,3350.521375,3610.289374,3852.742066,3926.174396,
Lower middle income,LMC,GDP per capita (current US$),NY.GDP.PCAP.CD,473.3296067,444.3917118,458.5348879,455.1796747,486.1398012,535.468121,576.1023862,584.1100835,518.771946,553.8504403,574.7138674,570.2927981,600.9893896,678.0644734,761.4287479,860.5658468,1003.167778,1198.77284,1319.62797,1335.827503,1669.094297,1855.291643,1912.255343,1963.21246,2030.429764,2001.839407,
Low and middle income,LMY,GDP per capita (current US$),NY.GDP.PCAP.CD,854.6848123,895.5132734,869.4583603,911.5757136,972.2140548,1069.938642,1147.702447,1195.089511,1139.381684,1096.223464,1179.761456,1174.444241,1180.991498,1316.465765,1540.139653,1810.092637,2122.165384,2591.465748,3072.874591,2962.615624,3573.427588,4167.078369,4367.883492,4569.875868,4661.639592,4366.759124,
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,373.334844,432.6612159,500.514314,493.4237063,509.0958722,571.260198,531.7686313,553.920633,509.6848327,496.1708536,478.0106195,441.2032167,411.4482284,609.7779392,790.3783766,873.5655336,927.724499,933.3878516,951.164628,939.5069663,1189.776151,1375.196457,1295.960091,1199.874106,1203.695893,1066.985626,
Late-demographic dividend,LTE,GDP per capita (current US$),NY.GDP.PCAP.CD,1095.060509,1189.72808,1097.946453,1125.908002,1276.009989,1550.559193,1683.762334,1745.318061,1665.147167,1525.124092,1665.329002,1708.586258,1797.26889,2035.945761,2430.34847,2912.605498,3492.05489,4371.047025,5401.500183,5188.887425,6189.905216,7496.72576,7960.936723,8521.9784,8806.570725,8202.946891,
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,2168.796099,2328.153808,2830.737533,3166.895648,3113.546428,3297.354701,3530.147337,4146.987928,5505.535669,6706.966998,7863.162009,9240.642548,12297.91535,14961.56818,11837.39103,11988.75797,14372.82687,14348.33936,15709.88649,16555.64652,14251.77987,
